Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Cameron Percy,72.00,60.31,2015,290.00,67.78,29.31,56.16,71.04,361,,1,-0.14,0.02,0.13,0.00,0.04,575943
Rory Sabbatini,81.00,60.30,2015,290.00,67.83,28.94,63.11,70.44,678,,4,-0.11,0.46,0.09,0.38,0.10,1525784
J.J. Henry,94.00,60.29,2015,292.30,69.88,30.24,54.30,71.33,620,1,1,-0.41,-0.31,0.07,-0.09,0.13,1046123
Jonas Blixt,78.00,60.26,2015,287.60,62.71,28.56,58.57,71.24,471,,1,0.12,-0.44,-0.12,-0.66,0.21,703664
Jamie Donaldson,50.00,60.09,2015,294.90,63.83,28.96,59.48,71.10,447,,2,0.35,0.34,0.10,-0.15,0.05,938664
Vijay Singh,78.00,60.06,2015,290.60,66.24,29.15,60.97,70.76,490,,1,-0.51,0.30,0.15,0.42,0.24,752462
Sangmoon Bae,98.00,60.03,2015,289.80,62.93,28.55,61.16,71.04,1025,1,4,0.26,0.06,0.25,-0.28,-0.18,2599632
James Hahn,94.00,59.89,2015,295.10,66.13,29.00,58.46,70.90,1012,1,2,0.05,0.36,0.11,0.14,0.07,2064783
Louis Oosthuizen,68.00,59.84,2015,298.80,68.28,29.19,61.30,70.16,1088,,6,-0.22,0.61,0.34,0.40,0.09,3251174
Carlos Ortiz,100.00,59.84,2015,298.40,66.84,29.26,55.50,71.10,515,,1,0.17,0.12,0.36,-0.24,-0.17,964137
Matt Jones,89.00,59.70,2015,296.00,64.05,28.25,61.27,70.81,821,,3,0.40,0.66,0.25,-0.32,0.33,1995553
Lee Westwood,56.00,59.70,2015,300.00,66.45,29.29,52.23,70.48,530,,1,0.60,0.88,0.09,0.29,-0.10,946628
Greg Owen,58.00,59.63,2015,293.80,69.25,29.86,59.81,71.51,608,,2,-0.80,-0.23,0.04,0.41,0.13,1180794
Geoff Ogilvy,50.00,59.59,2015,293.70,66.55,30.44,51.56,71.56,350,,1,-0.69,-0.43,0.14,0.08,0.04,653925
Sergio Garcia,59.00,59.47,2015,300.00,67.56,28.96,58.41,69.96,1051,,4,-0.02,1.05,0.44,0.47,0.16,2670229
Robert Streb,110.00,59.47,2015,297.10,69.14,29.10,59.57,70.13,1720,1,9,0.38,1.09,0.31,0.18,0.23,3947424
Roger Sloan,56.00,59.45,2015,293.60,63.14,29.33,53.62,72.53,103,,,-0.50,-1.61,-0.17,-0.75,-0.19,133048
Andrew Svoboda,80.00,59.32,2015,287.10,63.60,29.51,51.08,72.12,266,,1,-0.03,-1.07,-0.17,-0.41,-0.46,418963
Erik Compton,86.00,59.31,2015,288.40,63.18,28.44,60.53,71.23,471,,1,0.47,0.08,-0.22,-0.22,0.05,676602
Scott Piercy,90.00,59.30,2015,296.70,66.73,28.88,58.63,70.69,1127,1,4,0.01,0.33,0.27,0.22,-0.17,2780027
Luke Donald,71.00,59.28,2015,277.00,65.57,29.17,61.14,70.56,484,,2,0.29,0.58,-0.79,0.57,0.51,1026643
Carl Pettersson,106.00,59.05,2015,291.60,63.00,28.44,62.18,70.87,723,,3,0.34,0.24,-0.04,0.04,-0.10,1186763
Hunter Mahan,88.00,58.91,2015,295.10,65.79,28.98,59.60,71.12,648,,3,0.39,0.12,-0.02,-0.25,0.00,1617973
Jeff Overton,94.00,58.87,2015,284.80,65.70,28.78,58.80,70.84,458,,1,0.11,0.09,-0.04,0.04,-0.02,561614
Luke Guthrie,84.00,58.86,2015,283.90,63.75,28.70,57.57,71.21,373,,1,0.11,-0.04,-0.31,0.02,0.15,575150
Tom Hoge,83.00,58.84,2015,292.20,66.03,28.90,58.59,70.81,441,,2,0.01,0.42,0.04,0.46,-0.08,690319
Martin Laird,77.00,58.54,2015,300.50,66.31,29.12,60.17,70.77,628,,3,0.10,0.31,-0.08,0.30,-0.02,1124988
Harris English,105.00,58.51,2015,298.40,67.05,28.83,61.65,70.24,932,,3,0.56,0.78,0.01,0.21,0.00,1971687
Justin Thomas,106.00,58.24,2015,303.20,68.92,28.64,61.55,70.11,1007,,7,0.04,0.97,0.35,0.39,0.19,2278564
Michael Thompson,83.00,58.24,2015,289.30,65.43,29.35,55.36,71.23,378,,1,0.15,-0.20,-0.09,-0.30,0.04,599835
Byron Smith,59.00,58.15,2015,291.90,68.89,29.84,54.22,71.80,96,,,-0.60,-0.87,-0.09,-0.15,-0.04,153930
Andres Gonzales,90.00,58.06,2015,294.50,66.67,28.99,55.62,71.43,531,,3,0.18,-0.54,-0.39,-0.35,0.02,925335
Charley Hoffman,97.00,58.01,2015,298.90,66.19,28.83,58.74,70.61,1512,1,6,0.07,0.34,0.47,0.14,-0.34,4041089
Scott Stallings,60.00,57.74,2015,291.80,65.00,29.27,54.23,71.96,447,,1,-0.39,-0.56,-0.06,-0.05,-0.05,919619
Jim Renner,68.00,57.44,2015,283.30,65.24,30.06,54.96,72.43,63,,,-1.00,-1.45,-0.50,0.09,-0.04,90668
Stewart Cink,77.00,57.35,2015,293.60,72.94,30.14,58.13,70.77,494,,1,0.10,0.47,0.09,0.56,-0.28,694655
Brooks Koepka,84.00,57.33,2015,308.20,69.48,29.10,56.63,69.86,1544,1,8,0.42,1.08,0.41,0.20,0.05,3571900
Patrick Rodgers,57.00,56.97,2015,307.70,66.77,28.98,56.47,70.62,,,,0.00,0.13,0.68,-0.46,-0.09,
Chesson Hadley,101.00,56.87,2015,290.70,63.59,28.68,57.70,71.80,626,,3,0.17,-0.36,-0.08,-0.22,-0.23,1135529
Martin Flores,95.00,56.83,2015,296.80,68.32,29.60,58.77,70.92,345,,,-0.22,0.04,0.35,-0.14,0.05,449274
Ernie Els,57.00,56.79,2015,291.70,64.52,29.79,56.59,71.83,233,,,-0.61,-0.60,-0.29,0.19,0.10,453579
Robert Garrigus,70.00,56.72,2015,301.70,63.97,29.41,53.04,71.77,226,,,-0.70,-0.89,0.35,-0.32,-0.22,253699
Retief Goosen,81.00,56.57,2015,292.60,62.19,29.04,59.35,71.67,519,,3,0.03,-0.34,-0.27,-0.06,-0.04,921830
Ryan Palmer,80.00,56.57,2015,305.20,66.81,29.00,60.57,70.10,817,,4,0.15,0.96,0.36,0.53,-0.07,1974523
Bubba Watson,71.00,56.55,2015,315.20,69.32,28.96,61.89,69.30,2407,2,7,0.21,2.09,1.19,0.68,0.00,6876797
Max Homa,78.00,56.45,2015,294.20,62.99,28.85,59.23,71.76,278,,1,-0.11,-0.73,0.07,-0.47,-0.22,380339
Jason Kokrak,88.00,56.41,2015,305.60,67.30,28.99,58.30,70.65,614,,2,-0.01,0.29,0.46,-0.01,-0.14,1033489
Ryo Ishikawa,90.00,56.39,2015,289.20,66.41,28.95,55.45,71.25,458,,2,-0.10,-0.05,-0.41,0.44,0.03,851044
D.A. Points,72.00,56.37,2015,280.80,64.29,29.24,59.78,71.70,244,,,-0.05,-0.45,-0.82,0.22,0.20,390607
Gary Woodland,81.00,56.21,2015,305.50,66.74,29.53,56.66,70.98,1037,,4,0.08,0.20,0.18,0.23,-0.28,2605083
Nick Taylor,91.00,56.05,2015,292.30,64.41,28.80,58.32,71.72,549,1,1,0.11,-0.38,-0.08,-0.22,-0.19,1072360
Jhonattan Vegas,90.00,56.01,2015,299.90,65.44,29.29,59.25,71.33,353,,,0.09,-0.27,0.17,-0.31,-0.21,446345
Phil Mickelson,70.00,55.98,2015,300.50,61.51,28.23,59.38,70.59,849,,3,0.26,0.58,0.07,0.02,0.23,2154200
Jason Day,75.00,55.94,2015,313.70,70.83,28.44,65.34,69.16,2459,3,8,0.59,2.11,0.77,0.46,0.29,9403330
Ángel Cabrera,53.00,55.90,2015,299.70,64.88,29.87,50.45,71.73,208,,,-0.57,-0.60,0.06,0.34,-0.43,381942
Eric Axley,57.00,55.54,2015,286.40,61.21,28.55,60.68,71.98,152,,,0.15,-0.95,-0.54,-0.37,-0.19,170687
Dustin Johnson,75.00,55.53,2015,317.70,67.05,28.47,57.85,69.59,1718,1,8,0.13,1.46,0.96,0.58,-0.21,5509467
Jonathan Randolph,72.00,55.19,2015,287.20,64.37,29.20,60.80,71.61,209,,,0.13,-0.72,-0.41,-0.23,-0.21,256066
Marc Leishman,74.00,54.99,2015,294.80,65.62,28.99,56.67,70.57,854,,4,-0.02,0.30,0.02,0.20,0.10,1762267
Andrew Putnam,68.00,54.98,2015,278.70,59.90,28.33,56.71,72.28,192,,,0.53,-0.91,-1.41,-0.13,0.11,282879
Seung-Yul Noh,65.00,54.87,2015,292.70,65.90,29.31,54.89,71.47,432,,1,0.07,-0.15,-0.56,0.15,0.19,711609
Morgan Hoffmann,85.00,54.83,2015,296.10,61.11,28.29,59.16,70.99,627,,2,0.23,0.20,-0.03,-0.35,0.34,1111240
Patrick Reed,103.00,54.78,2015,292.90,64.42,28.16,61.99,70.29,1593,1,3,0.39,0.86,-0.07,0.26,0.27,3590566
Tony Finau,106.00,54.30,2015,309.00,67.61,29.11,56.15,70.28,985,,5,-0.01,0.63,0.38,0.22,0.03,2095186
Camilo Villegas,83.00,54.12,2015,292.20,63.05,28.93,59.06,71.07,467,,,0.20,0.18,-0.30,0.13,0.14,718497
Ricky Barnes,82.00,54.10,2015,283.30,60.47,28.31,60.00,71.65,347,,1,0.16,-0.40,-0.82,-0.07,0.34,614455
J.B. Holmes,89.00,54.05,2015,309.90,63.66,28.32,59.35,70.58,1484,1,5,0.00,0.94,0.43,0.25,0.27,4037430
Steven Bowditch,103.00,54.04,2015,302.10,63.43,28.20,65.19,70.84,1287,1,2,0.14,0.40,-0.05,0.06,0.25,3075410
Tyrone Van Aswegen,58.00,53.39,2015,285.60,66.77,29.48,58.20,71.68,142,,,-0.15,-0.58,-1.08,0.47,0.18,168234
Andres Romero,69.00,52.67,2015,295.30,61.70,28.64,56.70,71.43,312,,2,0.19,-0.37,-0.27,-0.22,-0.07,617253
Charles Howell III,105.00,52.43,2015,302.70,68.57,29.75,56.06,70.87,692,,3,-0.22,0.38,0.34,0.20,0.06,1257361
Jimmy Walker,89.00,52.23,2015,301.60,66.09,28.70,57.71,70.27,2014,2,6,0.69,0.93,-0.16,0.33,0.07,4521350
Padraig Harrington,60.00,51.72,2015,290.50,61.02,29.15,57.01,71.95,610,1,1,-0.49,-0.76,-0.43,-0.17,0.34,1330852
Derek Fathauer,81.00,51.63,2015,288.80,61.33,28.39,57.46,71.43,263,,1,0.30,-0.17,-0.46,-0.20,0.18,482023
Matt Every,73.00,51.52,2015,286.60,58.10,28.67,55.87,72.42,727,1,1,0.08,-0.97,-0.93,-0.07,-0.04,1521816
Aaron Baddeley,76.00,50.29,2015,294.10,62.46,28.28,61.00,71.22,336,,1,0.72,-0.22,-0.60,-0.72,0.37,439925
David Toms,64.00,75.49,2014,275.10,68.73,29.29,61.60,70.35,498,,2,0.06,0.46,0.08,0.20,0.12,801355
Tim Clark,75.00,74.02,2014,272.20,64.30,28.81,59.34,70.74,1111,1,3,0.03,0.09,-0.29,0.25,0.09,2066344
Justin Hicks,103.00,73.46,2014,285.10,71.44,30.09,54.81,70.84,923,,3,0.07,0.07,0.46,0.17,-0.63,1544061
Jim Furyk,84.00,73.18,2014,279.30,68.75,28.96,69.33,69.20,1851,,8,0.09,1.80,0.12,1.18,0.41,5987395
Heath Slocum,71.00,72.41,2014,277.80,67.31,29.71,61.58,70.74,419,,1,-0.08,0.25,0.20,0.08,0.04,566167
Zach Johnson,97.00,70.51,2014,282.20,67.42,28.90,60.75,70.16,1552,1,5,0.11,0.86,0.15,0.51,0.09,3353417
Billy Hurley III,86.00,70.44,2014,276.70,65.89,29.38,61.36,70.70,630,,4,0.04,0.31,-0.10,0.25,0.12,1145299
Ken Duke,80.00,70.18,2014,275.50,67.17,29.54,57.48,71.14,305,,,-0.41,-0.18,-0.09,0.33,-0.01,455589
Ryan Moore,86.00,69.92,2014,284.70,67.99,29.05,57.64,70.34,1429,1,7,0.04,0.84,0.25,0.50,0.04,3098263
Boo Weekley,73.00,69.57,2014,288.30,68.06,30.56,53.14,71.31,496,,1,-1.15,-0.28,0.73,0.04,0.10,832673
"Ted Potter, Jr.",68.00,69.56,2014,278.40,65.11,29.31,62.76,71.09,311,,,-0.22,-0.09,0.13,0.10,-0.10,386341
Graeme McDowell,66.00,69.20,2014,278.00,65.77,28.56,60.47,69.64,948,,8,0.88,1.17,-0.03,0.38,-0.06,2077387
Jeff Maggert,54.00,68.83,2014,276.60,65.74,29.98,58.26,71.61,195,,1,-0.65,-0.75,-0.14,0.20,-0.16,360157
Henrik Stenson,56.00,68.78,2014,293.20,69.03,29.89,51.83,70.17,720,,3,-0.17,0.99,0.65,0.58,-0.06,1894235
John Merrick,87.00,68.62,2014,285.30,68.07,30.12,50.31,71.85,399,,,-0.57,-0.52,0.13,0.25,-0.33,516148
Kevin Streelman,79.00,68.04,2014,288.60,63.25,29.00,54.07,71.35,972,1,2,0.01,0.07,0.47,-0.24,-0.16,2107994
Brendon de Jonge,109.00,67.87,2014,287.90,64.48,29.06,57.10,70.80,717,,2,-0.03,0.22,0.34,-0.01,-0.07,1171395
Russell Knox,92.00,67.60,2014,285.70,68.00,29.24,63.40,70.11,885,,3,-0.12,0.82,0.22,0.50,0.22,1513630
David Hearn,97.00,67.48,2014,279.10,66.38,29.02,60.99,70.83,645,,3,0.32,0.45,-0.12,0.15,0.11,1138324
Matt Kuchar,91.00,67.37,2014,283.80,66.92,28.74,62.40,69.42,1921,1,10,0.46,1.57,0.21,0.53,0.38,4695515
Brian Davis,93.00,67.23,2014,278.20,61.47,28.59,61.55,71.23,534,,,0.15,0.06,-0.06,-0.42,0.40,842539
Nicholas Thompson,85.00,67.08,2014,287.00,66.67,30.33,52.88,71.66,437,,1,-0.62,-0.52,0.17,0.30,-0.37,713377
Billy Horschel,92.00,67.04,2014,291.60,70.43,29.86,55.32,70.52,722,,2,0.22,0.74,0.47,0.13,-0.09,4814787
Mark Wilson,69.00,67.00,2014,279.60,63.25,29.77,55.58,71.73,142,,,-0.54,-0.80,-0.23,-0.11,0.08,155313
John Huh,87.00,66.87,2014,283.90,64.39,29.43,57.52,71.24,544,,2,-0.16,-0.17,-0.06,0.02,0.03,974043
Scott Brown,100.00,66.55,2014,287.20,65.00,28.78,58.73,70.94,816,,4,0.21,0.35,0.28,-0.14,-0.01,1441725
Jerry Kelly,80.00,66.49,2014,277.50,65.56,28.55,62.10,70.35,765,,4,0.24,0.53,-0.09,0.22,0.16,1451059
D.H. Lee,54.00,66.47,2014,276.20,59.89,29.14,58.73,71.91,94,,,0.02,-0.80,-0.33,-0.59,0.10,138642
Ben Crane,81.00,66.40,2014,279.00,63.44,28.78,59.10,70.95,774,1,2,0.14,-0.15,-0.30,-0.01,0.02,1534634
Daniel Summerhays,98.00,66.30,2014,282.20,66.89,29.16,58.22,70.57,869,,2,0.49,0.68,0.04,0.14,0.01,1509543
Brian Stuard,91.00,66.14,2014,283.40,63.86,28.54,60.42,70.55,891,,4,0.28,0.33,-0.03,0.20,-0.12,1852531
Andrew Svoboda,77.00,66.14,2014,287.40,68.11,29.70,59.05,70.71,647,,2,-0.03,0.34,0.11,0.32,-0.06,1168073
William McGirt,96.00,65.94,2014,278.50,64.41,28.71,59.02,70.71,646,,3,0.31,0.08,0.00,-0.20,-0.04,1275738
Y.E. Yang,79.00,65.41,2014,281.90,61.68,29.06,56.69,71.71,234,,,-0.07,-0.54,-0.10,-0.59,0.22,254525
Chad Campbell,57.00,65.36,2014,287.80,72.43,30.25,60.08,70.59,317,,1,-0.43,0.28,0.06,0.64,0.01,470798
Hunter Mahan,88.00,65.10,2014,295.80,66.67,29.33,54.71,70.57,776,,5,0.21,0.52,0.69,-0.22,-0.15,3097983
Danny Lee,84.00,65.05,2014,284.20,64.44,29.16,57.62,70.80,490,,1,0.14,0.02,0.16,-0.01,-0.27,781295
Justin Leonard,75.00,65.04,2014,270.30,57.78,27.77,64.56,70.90,491,,2,0.50,-0.18,-0.75,-0.50,0.57,807949
Jason Bohn,81.00,64.95,2014,280.00,64.75,28.84,56.03,70.89,784,,3,0.13,-0.13,-0.48,0.19,0.04,1585189
Spencer Levin,59.00,64.92,2014,280.10,64.31,29.17,59.89,71.09,246,,,-0.09,-0.32,-0.22,-0.11,0.11,277780
Kevin Chappell,100.00,64.90,2014,296.20,67.59,29.11,57.32,70.47,723,,1,-0.28,0.69,0.39,0.53,0.06,1343412
Brendon Todd,108.00,64.85,2014,280.30,63.99,28.32,63.57,70.05,1542,1,7,0.66,0.79,0.02,-0.17,0.29,3396747
Ben Curtis,77.00,64.80,2014,279.50,62.63,28.95,56.62,71.35,406,,1,0.40,-0.22,-0.26,-0.42,0.06,625515
Will MacKenzie,82.00,64.50,2014,290.60,65.58,29.02,55.91,70.69,920,,5,0.15,0.22,0.04,-0.04,0.07,1853822
Derek Ernst,80.00,64.41,2014,297.00,63.52,29.92,51.30,72.59,218,,,-0.56,-1.36,0.31,-0.69,-0.42,305654
J.J. Henry,91.00,64.39,2014,290.70,69.60,30.33,56.72,71.06,425,,,-0.19,-0.22,0.19,-0.12,-0.11,554615
Ben Martin,80.00,64.34,2014,291.70,66.04,28.93,59.10,70.73,789,,3,0.29,0.42,0.21,-0.10,0.02,1482836
Kevin Na,94.00,64.32,2014,280.30,64.72,28.46,65.16,70.00,1413,,5,0.32,0.95,-0.10,0.34,0.40,3153107
Kevin Stadler,90.00,64.28,2014,291.60,68.91,29.76,53.41,70.62,1067,1,3,-0.47,0.41,0.51,0.39,-0.01,2300307
Hudson Swafford,75.00,64.28,2014,297.50,68.78,30.18,52.63,71.17,351,,1,-0.20,-0.32,0.31,0.02,-0.44,513883
John Senden,99.00,64.25,2014,288.90,67.85,29.17,60.21,70.27,1157,1,4,0.48,0.81,0.22,0.13,-0.02,2856685
K.J. Choi,80.00,64.22,2014,279.80,62.08,28.81,56.78,70.87,814,,2,0.33,0.29,-0.34,0.05,0.25,1677848
Shawn Stefani,60.00,64.17,2014,297.70,66.20,29.30,59.45,70.61,640,,2,-0.15,0.42,0.41,0.07,0.09,1369259
Lucas Glover,68.00,64.02,2014,300.60,67.00,30.85,49.74,72.23,129,,,-1.48,-0.94,0.34,0.47,-0.27,210166
John Peterson,62.00,64.00,2014,288.10,65.56,29.90,55.91,71.47,170,,,-0.82,-0.48,0.42,0.54,-0.61,238230
Nick Watney,80.00,63.97,2014,295.80,67.33,29.69,56.01,70.76,584,,2,-0.08,0.61,0.30,0.65,-0.26,913398
Chris Stroud,88.00,63.93,2014,285.80,65.21,28.35,61.89,70.48,834,,4,0.18,0.42,-0.17,0.13,0.28,1826399
Cameron Tringale,111.00,63.87,2014,282.90,66.77,29.17,59.34,70.63,781,,2,0.11,0.67,0.01,0.32,0.23,2169723
Jason Dufner,57.00,63.76,2014,285.30,66.26,29.67,52.74,70.90,798,,4,-0.58,0.52,0.32,0.59,0.19,1651491
Briny Baird,50.00,63.70,2014,281.60,63.44,29.58,56.84,71.68,366,,1,-0.16,-0.58,-0.25,-0.18,0.01,616316
Brandt Snedeker,89.00,63.70,2014,285.60,63.28,28.74,59.48,70.67,812,,3,0.33,0.64,-0.04,0.14,0.22,1652380
Russell Henley,92.00,63.67,2014,293.70,61.84,28.92,52.37,71.38,864,1,2,0.33,-0.11,0.21,-0.37,-0.27,2590493
Roberto Castro,76.00,62.95,2014,283.90,60.44,29.12,55.79,71.62,387,,1,-0.38,-0.30,-0.12,-0.16,0.37,615933
Bill Haas,107.00,62.94,2014,291.90,68.62,29.33,60.37,70.13,1268,,4,0.15,1.09,0.30,0.38,0.27,2841521
Bo Van Pelt,83.00,62.83,2014,291.30,68.61,29.60,57.78,70.83,518,,1,-0.05,0.38,0.05,0.47,-0.09,982218
Chris Kirk,105.00,62.78,2014,291.00,63.46,28.44,63.30,70.15,1571,1,3,0.37,0.86,0.03,0.29,0.17,4854777
Luke Donald,57.00,62.56,2014,278.10,63.00,28.59,60.59,70.74,743,,3,0.52,0.69,-0.49,0.32,0.35,1451440
D.A. Points,75.00,62.56,2014,284.50,62.71,29.82,53.88,72.24,206,,,-0.34,-1.10,-0.42,-0.31,-0.02,364653
Keegan Bradley,89.00,62.36,2014,302.20,66.67,28.88,62.31,70.03,1278,,6,0.25,0.99,0.43,0.50,-0.19,2828638
Webb Simpson,87.00,62.24,2014,288.50,65.28,28.83,59.05,70.23,1536,1,8,0.30,0.88,-0.03,0.33,0.28,3539601
George McNeill,79.00,62.22,2014,286.10,66.17,28.90,58.21,70.25,962,,4,0.27,0.80,-0.06,0.54,0.05,2014357
Michael Thompson,74.00,62.22,2014,289.20,65.69,29.09,58.42,71.19,515,,1,0.47,0.15,-0.21,-0.05,-0.06,932300
Sergio Garcia,61.00,62.19,2014,294.30,68.68,28.59,66.67,68.95,1700,,8,0.17,1.98,0.38,1.15,0.29,4939606
Jim Herman,62.00,62.18,2014,294.70,66.38,29.74,54.70,71.62,142,,,-0.36,-0.85,0.30,-0.24,-0.55,187337
Graham DeLaet,80.00,62.07,2014,303.40,70.68,29.75,58.75,69.94,1113,,7,-0.09,1.17,0.36,0.90,0.01,2616518
Brian Gay,81.00,61.99,2014,271.60,59.21,28.16,65.69,71.49,375,,1,0.27,-0.47,-0.51,-0.50,0.28,605368
Richard Lee,80.00,61.86,2014,285.10,59.97,28.37,61.21,71.53,376,,2,0.45,-0.43,-0.15,-0.75,0.02,618443
Jonathan Byrd,76.00,61.58,2014,288.10,64.89,29.10,58.02,71.08,383,,1,-0.27,-0.30,0.08,-0.27,0.16,617014
Hideki Matsuyama,82.00,61.52,2014,294.80,64.03,28.88,60.42,70.08,1287,1,4,-0.39,1.15,0.33,1.02,0.20,2837477
Adam Scott,68.00,61.51,2014,303.50,68.79,28.76,60.73,69.21,1479,1,8,0.22,1.72,0.73,0.61,0.17,4098588
Robert Allenby,83.00,61.47,2014,284.90,67.63,29.85,59.96,70.92,438,,,-0.16,0.11,-0.05,0.55,-0.23,514288
Woody Austin,63.00,61.45,2014,278.50,60.83,29.14,54.81,71.74,225,,,-0.14,-0.83,-0.32,-0.17,-0.21,292824
Kevin Kisner,85.00,61.43,2014,287.80,65.29,28.78,56.69,70.72,587,,3,0.39,0.40,0.05,0.08,-0.12,954497
Troy Merritt,62.00,61.43,2014,285.20,65.05,29.18,56.15,70.90,499,,1,0.02,-0.10,-0.21,0.26,-0.17,882864
Willy Wilcox,51.00,61.40,2014,297.30,66.89,29.59,58.90,70.82,362,,2,-0.20,0.35,0.49,0.20,-0.14,586159
Sangmoon Bae,76.00,61.39,2014,288.50,62.94,28.88,57.40,71.17,466,,,0.42,0.22,0.18,-0.30,-0.08,718111
Ian Poulter,57.00,61.35,2014,288.10,62.40,28.64,58.05,70.72,657,,2,0.07,-0.04,0.04,-0.18,0.03,1616693
Martin Kaymer,65.00,61.27,2014,294.90,64.58,29.00,53.43,70.47,1525,2,3,-0.11,0.24,0.28,0.37,-0.29,4532537
Martin Laird,66.00,61.26,2014,297.20,66.31,29.76,53.72,71.44,425,,1,-0.15,-0.12,0.24,-0.21,0.00,583663
Kyle Stanley,87.00,61.26,2014,297.50,66.87,30.36,52.73,71.75,297,,1,-1.39,-0.83,0.44,0.62,-0.51,473581
Josh Teater,90.00,61.22,2014,294.60,65.09,29.59,57.69,71.30,334,,,-0.22,-0.14,0.24,-0.09,-0.07,366241
Lee Westwood,57.00,61.22,2014,292.30,63.69,28.95,56.28,70.74,514,,2,0.15,0.65,0.33,0.04,0.12,1223104
Jhonattan Vegas,77.00,61.16,2014,304.80,69.11,30.13,59.23,71.02,505,,2,-0.37,-0.06,0.63,-0.44,0.13,751763
Scott Langley,95.00,61.08,2014,281.30,64.16,28.72,61.67,70.66,686,,1,0.27,0.28,-0.40,0.15,0.26,1151496
Michael Putnam,106.00,61.08,2014,293.00,67.05,29.76,56.69,70.91,618,,1,-0.41,0.11,0.11,0.47,-0.06,818799
Wes Roach,67.00,61.05,2014,293.00,64.20,28.90,57.64,71.21,314,,1,0.00,-0.55,-0.15,-0.11,-0.30,453616
Brian Harman,111.00,60.96,2014,289.00,64.26,28.65,59.66,70.39,1349,1,6,0.11,0.52,-0.01,0.30,0.12,2414334
Louis Oosthuizen,50.00,60.90,2014,300.50,66.43,29.98,51.80,70.85,453,,1,-0.43,-0.22,0.72,-0.15,-0.37,946134
James Hahn,82.00,60.83,2014,289.60,63.96,29.65,55.11,71.19,456,,2,-0.31,-0.24,0.16,0.01,-0.10,735259
Vijay Singh,83.00,60.66,2014,289.70,65.39,29.54,59.19,70.93,625,,1,-0.58,-0.03,0.17,0.13,0.26,989028
Paul Casey,56.00,60.49,2014,293.00,65.77,29.00,56.23,70.15,471,,,0.28,1.01,-0.01,0.76,-0.02,877968
Bubba Watson,76.00,60.47,2014,314.30,67.96,28.99,59.14,69.71,2173,2,7,-0.05,1.35,0.97,0.32,0.11,6336978
Stuart Appleby,92.00,60.42,2014,278.60,62.96,28.42,61.00,70.60,554,,2,0.49,0.36,-0.31,-0.16,0.35,1477971
Brad Fritsch,50.00,60.24,2014,294.40,65.05,28.88,59.93,70.89,322,,3,-0.05,0.06,-0.05,0.10,0.06,568391
Pat Perez,84.00,60.05,2014,286.40,64.35,28.77,60.30,71.11,682,,3,0.25,0.00,-0.28,0.06,-0.04,1315080
Harris English,95.00,59.95,2014,299.20,68.36,29.28,57.44,70.09,1469,1,7,-0.03,0.68,0.19,0.47,0.05,2947322
Camilo Villegas,95.00,59.95,2014,292.50,66.96,29.21,56.64,70.72,1002,1,1,0.00,0.32,-0.16,0.41,0.06,1642124
Gonzalo Fernandez-Castaño,83.00,59.93,2014,288.10,60.84,28.72,57.79,71.29,470,,1,-0.12,-0.21,-0.26,-0.07,0.24,926493
Rickie Fowler,91.00,59.93,2014,297.50,64.51,28.46,62.06,70.17,1471,,7,0.29,0.77,0.26,0.21,0.00,4806117
Rory McIlroy,66.00,59.93,2014,310.50,69.44,28.59,58.52,68.83,2582,3,9,0.27,2.27,1.37,0.60,0.02,8280096
Justin Rose,70.00,59.92,2014,295.10,66.91,28.85,61.23,69.62,1447,1,7,-0.04,1.47,0.40,0.74,0.36,3926768
David Lingmerth,80.00,59.83,2014,289.80,63.30,28.93,54.58,71.47,391,,2,-0.09,-0.31,0.09,-0.17,-0.14,676661
John Rollins,84.00,59.80,2014,290.10,64.86,30.06,52.77,71.93,244,,,-0.25,-0.65,-0.20,0.00,-0.19,289757
Bronson La'Cassie,51.00,59.76,2014,284.90,61.35,29.13,60.24,71.77,128,,,-0.09,-0.52,-0.04,-0.54,0.15,160632
Chad Collins,78.00,59.67,2014,275.40,59.98,28.41,59.66,71.32,295,,1,0.44,-0.45,-0.64,-0.52,0.27,408434
Robert Streb,75.00,59.62,2014,300.00,65.65,28.90,59.00,70.50,635,,1,0.12,0.44,0.46,-0.26,0.12,1300075
Brendan Steele,89.00,59.51,2014,298.90,66.47,29.24,59.45,70.80,729,,4,0.12,0.52,0.24,0.22,-0.06,1359890
Tim Wilkinson,86.00,59.51,2014,282.40,61.72,28.55,63.19,70.71,494,,3,0.21,0.13,-0.15,-0.29,0.35,824179
Bryce Molder,77.00,59.49,2014,278.70,63.93,28.79,60.34,71.11,455,,2,0.25,-0.23,-0.76,0.01,0.28,828605
Gary Woodland,93.00,59.49,2014,304.10,66.55,29.10,60.11,70.25,1059,,4,-0.15,0.90,0.58,0.38,0.09,2734153
Stewart Cink,91.00,59.45,2014,293.70,66.36,29.52,55.35,70.85,504,,,-0.13,0.11,-0.01,0.44,-0.19,929166
Charl Schwartzel,64.00,59.45,2014,297.80,63.53,28.34,61.67,69.67,783,,5,0.06,1.34,0.55,0.32,0.42,1997482
